date,data_source,channel_group,campaign,source_medium,impressions,clicks,sessions,total_users,new_users,conversions,leads,booked,attended,total_cost,total_revenue,treatment
2025-10-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,40.78,674.48,Whitening
2025-10-03,Google Ads,Paid Search,Nonbrand Search,google / cpc,15278,860,753,554,254,25,25,10,6,2611.93,2940.1,
2025-10-03,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,18698,222,220,176,87,4,4,2,2,1091.77,952.93,
2025-10-03,Meta Ads,Paid Social,Lookalike Patients,facebook / paid,37621,575,517,359,197,12,12,8,6,749.19,2238.47,
2025-10-03,Organic Search,Organic Search,Blog Content,google / organic,432,27,334,291,121,10,10,7,5,0.0,2401.66,
2025-10-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,42.93,380.13,Cleaning
2025-10-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,17.27,798.71,Crown
2025-10-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,18.89,325.78,Extraction
2025-10-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,1,5,5,3,3,32.33,680.12,Filling
2025-10-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,21.81,703.17,Implant Consult
2025-10-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,23.48,595.76,Ortho Consult
2025-10-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,3,3,2,1,18.93,1314.2,Root Canal
2025-10-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,41.02,479.03,Whitening
2025-10-04,Google Ads,Paid Search,Retargeting (Search),google / cpc,14784,644,703,490,245,23,23,12,9,2257.04,3764.78,
2025-10-04,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,27041,182,187,150,80,1,1,1,1,1432.87,538.93,
2025-10-04,Meta Ads,Paid Social,Retargeting (Social),instagram / paid,27009,436,449,320,180,15,15,9,8,791.11,3209.31,
2025-10-04,Organic Search,Organic Search,Blog Content,google / organic,481,27,310,234,98,11,11,6,4,0.0,1762.48,
2025-10-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,3,2,52.03,380.74,Cleaning
2025-10-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,20.92,916.42,Crown
2025-10-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,24.08,236.3,Extraction
2025-10-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,42.43,403.57,Filling
2025-10-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,15.47,591.42,Implant Consult
2025-10-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,3,3,3,3,35.62,1286.94,Ortho Consult
2025-10-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,22.57,1092.24,Root Canal
2025-10-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,30.04,3069.95,Veneers
2025-10-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,2,1,14.07,310.07,Whitening
2025-10-05,Google Ads,Paid Search,Competitor Conquest,google / cpc,11708,511,595,523,253,21,21,11,8,1376.3,2944.09,
2025-10-05,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,22243,187,174,129,53,0,0,0,0,1240.0,0.0,
2025-10-05,Meta Ads,Paid Social,Lookalike Patients,facebook / paid,16367,337,428,269,135,7,7,4,3,710.66,1359.83,
2025-10-05,Organic Search,Organic Search,Evergreen SEO,google / organic,454,27,265,209,88,13,13,8,7,0.0,3018.19,
2025-10-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,5,5,3,3,73.28,537.08,Cleaning
2025-10-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,2,2,39.04,1600.8,Crown
2025-10-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,19.73,223.31,Extraction
2025-10-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,19.11,286.94,Filling
2025-10-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,17.22,358.33,Ortho Consult
2025-10-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,13.94,1182.38,Root Canal
2025-10-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,26.72,1119.9,Veneers
2025-10-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,8.43,276.46,Whitening
2025-10-06,Google Ads,Paid Search,Competitor Conquest,google / cpc,10667,571,570,417,230,17,17,9,6,2142.41,2076.15,
2025-10-06,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,12699,132,160,104,41,1,1,1,1,952.23,332.35,
2025-10-06,Meta Ads,Paid Social,Lead Gen Form,facebook / paid,21392,433,405,280,128,6,6,3,2,589.05,732.16,
2025-10-06,Organic Search,Organic Search,Evergreen SEO,google / organic,494,27,252,220,80,8,8,5,4,0.0,1752.76,
2025-10-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,3,2,36.53,393.44,Cleaning
2025-10-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,2,2,35.82,2314.81,Crown
2025-10-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,33.07,1084.21,Implant Consult
2025-10-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,18.07,522.02,Ortho Consult
2025-10-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,18.87,1328.21,Root Canal
2025-10-07,Google Ads,Paid Search,Competitor Conquest,google / cpc,10541,595,660,510,229,12,12,6,4,3057.75,1743.56,
2025-10-07,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,14519,207,182,120,42,1,1,1,1,1282.88,350.51,
2025-10-07,Meta Ads,Paid Social,Awareness Video,facebook / paid,36930,479,405,269,115,4,4,1,1,804.27,374.34,
2025-10-07,Organic Search,Organic Search,Local SEO,google / organic,270,18,246,212,103,8,8,4,3,0.0,1372.14,
2025-10-07,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,1,5,5,4,3,39.37,508.19,Cleaning
2025-10-07,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,2,3,3,3,3,40.19,4146.51,Crown
2025-10-07,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,19.1,383.36,Extraction
2025-10-07,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,14.98,199.96,Filling
2025-10-07,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,1,5,5,4,3,47.03,1792.77,Implant Consult
2025-10-07,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,19.33,507.98,Ortho Consult
2025-10-07,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,15.65,1351.5,Veneers
2025-10-07,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,14.12,307.91,Whitening
2025-10-08,Google Ads,Paid Search,Competitor Conquest,google / cpc,19000,700,682,539,219,20,20,13,10,1902.59,2807.97,
2025-10-08,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,11349,176,205,159,72,3,3,2,2,1263.91,1171.66,
2025-10-08,Meta Ads,Paid Social,Lead Gen Form,instagram / paid,18096,411,452,370,199,4,4,2,2,205.5,817.54,
2025-10-08,Organic Search,Organic Search,Evergreen SEO,google / organic,798,26,260,212,130,7,7,3,2,0.0,965.58,
2025-10-08,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,5,5,3,2,29.61,324.06,Cleaning
2025-10-08,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,2,5,5,3,3,48.6,3195.92,Crown
2025-10-08,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,13.85,297.24,Extraction
2025-10-08,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,6,6,4,3,50.5,1017.24,Filling
2025-10-08,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,40.52,1361.27,Implant Consult
2025-10-08,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,39.68,759.05,Ortho Consult
2025-10-08,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,25.15,907.07,Root Canal
2025-10-08,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,17.95,1220.79,Veneers
2025-10-08,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,16.6,221.24,Whitening
2025-10-09,Google Ads,Paid Search,Retargeting (Search),google / cpc,13427,757,737,492,269,26,26,21,16,3766.95,5677.61,
2025-10-09,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,11343,149,197,171,69,0,0,0,0,686.44,0.0,
2025-10-09,Meta Ads,Paid Social,Lead Gen Form,facebook / paid,30726,512,473,332,135,6,6,3,2,1297.8,860.17,
2025-10-09,Organic Search,Organic Search,Blog Content,google / organic,480,29,272,190,80,12,12,7,6,0.0,2989.74,
2025-10-09,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,35.02,1893.71,Crown
2025-10-09,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,13.28,338.02,Extraction
2025-10-09,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,35.18,576.2,Filling
2025-10-09,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,26.03,746.88,Implant Consult
2025-10-09,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,27.14,619.76,Ortho Consult
2025-10-09,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,18.57,1678.13,Root Canal
2025-10-09,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,45.41,1808.05,Veneers
2025-10-09,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,27.6,656.17,Whitening
2025-10-10,Google Ads,Paid Search,Retargeting (Search),google / cpc,17327,847,723,618,233,23,23,12,8,3935.57,3059.65,
2025-10-10,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,12213,193,215,136,81,1,1,1,1,1194.36,439.5,
2025-10-10,Meta Ads,Paid Social,Retargeting (Social),instagram / paid,26724,607,468,391,204,9,9,5,5,1048.12,1740.74,
2025-10-10,Organic Search,Organic Search,Local SEO,google / organic,346,24,315,211,78,6,6,4,3,0.0,1618.95,
2025-10-10,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,11,11,2,9,9,6,5,84.69,1044.83,Cleaning
2025-10-10,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,1,5,5,4,4,66.32,2695.4,Crown
2025-10-10,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,12.81,380.52,Extraction
2025-10-10,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,14.16,314.86,Filling
2025-10-10,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,14.33,840.64,Implant Consult
2025-10-10,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,14.0,492.14,Ortho Consult
2025-10-10,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,27.09,2585.27,Root Canal
2025-10-10,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,26.28,599.54,Whitening
2025-10-11,Google Ads,Paid Search,Retargeting (Search),google / cpc,13759,735,674,443,190,14,14,9,8,2875.34,3890.08,
2025-10-11,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,18981,217,159,104,59,1,1,1,1,1281.21,571.02,
2025-10-11,Meta Ads,Paid Social,Lookalike Patients,facebook / paid,23063,401,472,336,181,10,10,5,4,721.84,1297.52,
2025-10-11,Organic Search,Organic Search,Blog Content,google / organic,688,26,279,185,71,10,10,8,6,0.0,1919.09,
2025-10-11,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,39.29,371.17,Cleaning
2025-10-11,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,2,6,6,4,3,78.85,3666.35,Crown
2025-10-11,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,17.03,349.7,Extraction
2025-10-11,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,37.84,446.15,Filling
2025-10-11,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,43.02,1439.13,Implant Consult
2025-10-11,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,15.06,345.18,Ortho Consult
2025-10-11,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,20.28,1359.63,Root Canal
2025-10-11,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,22.98,1099.97,Veneers
2025-10-11,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,19.25,311.55,Whitening
2025-10-12,Google Ads,Paid Search,Nonbrand Search,google / cpc,13641,689,630,441,222,18,18,11,8,1586.7,2341.33,
2025-10-12,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,12352,166,160,129,65,2,2,1,1,1249.51,459.64,
2025-10-12,Meta Ads,Paid Social,Lead Gen Form,facebook / paid,31848,399,437,332,145,8,8,4,3,594.2,1556.69,
2025-10-12,Organic Search,Organic Search,Local SEO,google / organic,445,22,257,181,76,15,15,5,4,0.0,1597.03,
2025-10-12,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,6,6,4,3,68.77,514.44,Cleaning
2025-10-12,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,28.31,1934.43,Crown
2025-10-12,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,49.74,637.7,Extraction
2025-10-12,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,15.49,277.72,Filling
2025-10-12,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,21.05,770.26,Implant Consult
2025-10-12,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,23.75,351.39,Ortho Consult
2025-10-12,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,11.9,1115.82,Root Canal
2025-10-13,Google Ads,Paid Search,Nonbrand Search,google / cpc,7754,417,484,376,218,10,10,6,5,1979.34,1741.38,
2025-10-13,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,10940,130,135,101,45,2,2,1,1,667.67,501.69,
2025-10-13,Meta Ads,Paid Social,Retargeting (Social),facebook / paid,11860,268,322,228,130,4,4,2,1,558.72,448.09,
2025-10-13,Organic Search,Organic Search,Blog Content,google / organic,467,23,256,180,79,13,13,6,5,0.0,1644.28,
2025-10-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Cleaning
2025-10-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,8.0,1193.69,Crown
2025-10-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,18.05,192.4,Filling
2025-10-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,19.72,669.83,Implant Consult
2025-10-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,20.92,297.71,Ortho Consult
2025-10-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,24.6,1436.89,Root Canal
2025-10-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,19.86,266.31,Whitening
2025-10-14,Google Ads,Paid Search,Nonbrand Search,google / cpc,13030,580,544,434,216,16,16,10,8,3220.47,3838.73,
2025-10-14,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,12385,151,164,104,45,1,1,1,1,884.91,396.08,
2025-10-14,Meta Ads,Paid Social,Awareness Video,facebook / paid,19281,397,391,249,143,3,3,1,1,849.32,434.07,
2025-10-14,Organic Search,Organic Search,Evergreen SEO,google / organic,292,16,218,182,91,7,7,3,2,0.0,984.37,
2025-10-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,4,4,3,3,48.13,502.06,Cleaning
2025-10-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,36.21,2427.45,Crown
2025-10-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,19.03,410.18,Extraction
2025-10-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,26.91,729.26,Implant Consult
2025-10-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,35.08,966.16,Ortho Consult
2025-10-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,48.26,2971.94,Root Canal
2025-10-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,23.36,339.5,Whitening
2025-10-15,Google Ads,Paid Search,Retargeting (Search),google / cpc,23843,642,607,486,243,20,20,11,8,1740.09,2315.33,
2025-10-15,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,15708,151,173,133,72,5,5,2,2,1050.8,582.33,
2025-10-15,Meta Ads,Paid Social,Lookalike Patients,instagram / paid,25181,392,406,317,137,4,4,2,2,476.57,754.89,
2025-10-15,Organic Search,Organic Search,Evergreen SEO,google / organic,403,23,234,182,70,8,8,3,2,0.0,504.16,
2025-10-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,17.84,142.03,Cleaning
2025-10-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,26.0,884.46,Crown
2025-10-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,18.95,322.14,Extraction
2025-10-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,0,4,4,3,2,30.91,443.49,Filling
2025-10-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,3,2,38.85,1108.34,Implant Consult
2025-10-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,14.19,310.11,Ortho Consult
2025-10-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,14.71,1448.31,Root Canal
2025-10-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,41.6,2580.25,Veneers
2025-10-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,35.97,760.67,Whitening
2025-10-16,Google Ads,Paid Search,Retargeting (Search),google / cpc,19307,851,636,480,281,29,29,17,12,3505.24,5142.17,
2025-10-16,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,22723,215,209,184,70,2,2,1,1,1069.39,461.77,
2025-10-16,Meta Ads,Paid Social,Retargeting (Social),facebook / paid,24194,440,461,306,165,14,14,7,5,944.99,1427.94,
2025-10-16,Organic Search,Organic Search,Local SEO,google / organic,418,27,266,229,119,10,10,7,6,0.0,2000.55,
2025-10-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,8,8,2,5,5,4,4,79.38,367.49,Cleaning
2025-10-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,5,5,3,2,33.28,1844.08,Crown
2025-10-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,8.32,239.9,Extraction
2025-10-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,24.11,237.97,Filling
2025-10-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,46.86,890.72,Implant Consult
2025-10-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,20.28,380.38,Ortho Consult
2025-10-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,2,3,3,3,3,50.33,3005.07,Root Canal
2025-10-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,25.46,2232.82,Veneers
2025-10-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,21.02,280.81,Whitening
2025-10-17,Google Ads,Paid Search,Branded Search,google / cpc,11714,552,646,529,298,23,23,13,11,1649.37,6192.08,
2025-10-17,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,18491,205,195,132,70,2,2,1,1,1254.99,341.76,
2025-10-17,Meta Ads,Paid Social,Lead Gen Form,instagram / paid,15372,358,418,269,97,14,14,8,6,616.72,2780.46,
2025-10-17,Organic Search,Organic Search,Local SEO,google / organic,421,23,298,259,134,12,12,8,6,0.0,2981.16,
2025-10-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,2,7,7,4,3,48.87,701.06,Cleaning
2025-10-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,19.22,823.08,Crown
2025-10-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,17.26,363.09,Extraction
2025-10-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,45.22,423.57,Filling
2025-10-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,15.51,615.72,Implant Consult
2025-10-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,25.51,518.03,Ortho Consult
2025-10-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,20.85,249.43,Whitening
2025-10-18,Google Ads,Paid Search,Nonbrand Search,google / cpc,10226,546,599,498,198,17,17,9,7,1524.99,3183.8,
2025-10-18,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,28543,180,173,133,59,1,1,1,1,1159.54,414.76,
2025-10-18,Meta Ads,Paid Social,Lookalike Patients,instagram / paid,22001,406,414,266,104,9,9,5,4,922.26,1926.74,
2025-10-18,Organic Search,Organic Search,Local SEO,google / organic,550,23,250,161,71,7,7,3,2,0.0,1163.52,
2025-10-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,5,5,4,3,46.71,3975.71,Crown
2025-10-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,0,2,2,2,2,50.32,509.88,Filling
2025-10-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,13.38,810.86,Implant Consult
2025-10-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,25.78,721.25,Ortho Consult
2025-10-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,14.58,1030.41,Root Canal
2025-10-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Veneers
2025-10-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,28.63,663.52,Whitening
2025-10-19,Google Ads,Paid Search,Competitor Conquest,google / cpc,11443,574,608,446,245,20,20,12,9,1277.25,3708.64,
2025-10-19,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,7945,141,158,129,61,1,1,1,1,874.99,285.53,
2025-10-19,Meta Ads,Paid Social,Lead Gen Form,instagram / paid,22993,408,406,274,110,20,20,14,11,503.17,5417.77,
2025-10-19,Organic Search,Organic Search,Blog Content,google / organic,445,18,231,183,95,6,6,3,2,0.0,790.93,
2025-10-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,27.08,405.23,Cleaning
2025-10-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,3,2,47.62,1946.34,Crown
2025-10-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,15.59,288.63,Extraction
2025-10-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,18.98,262.69,Filling
2025-10-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,30.39,981.58,Implant Consult
2025-10-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,2,1,14.94,328.66,Ortho Consult
2025-10-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,1,3,3,3,3,51.64,3928.42,Root Canal
2025-10-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,19.73,1368.23,Veneers
2025-10-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,18.98,310.92,Whitening
2025-10-20,Google Ads,Paid Search,Retargeting (Search),google / cpc,11685,452,518,342,172,17,17,8,7,1246.28,2801.89,
2025-10-20,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,9405,152,148,116,57,1,1,1,1,1067.36,388.14,
2025-10-20,Meta Ads,Paid Social,Retargeting (Social),facebook / paid,21318,360,333,287,162,3,3,2,2,570.17,847.85,
2025-10-20,Organic Search,Organic Search,Evergreen SEO,google / organic,272,16,254,200,105,11,11,5,4,0.0,2092.66,
2025-10-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,0,4,4,3,2,29.7,349.46,Cleaning
2025-10-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,2,6,6,4,3,37.01,2494.12,Crown
2025-10-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,17.48,346.44,Extraction
2025-10-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,2,1,15.18,172.44,Filling
2025-10-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,3,2,45.13,839.26,Ortho Consult
2025-10-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,12.15,955.59,Root Canal
